precid,huid,Block2010str,sex,race,hispan,randagePCT12,gqtype,hcb_lat,hcb_lon,Earnings,agegroupLODES,Education,jobtype,IndustryCode,NAICS2D,wet_lat,wet_lon,hcb_wet_line,SIName,od_distance
B371559614001067P0091,B371559614001067H036,B371559614001067,2,2.0,0.0,59.0,0.0,34.651548550298386,-78.91992468866816,1.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.91992468866816 34.651548550298386, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.60008006049477
B371559614001069P0011,B371559614001069H006,B371559614001069,2,1.0,1.0,64.0,0.0,34.6514315407152,-78.92350748290632,2.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.92350748290632 34.6514315407152, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,23.70965579736673
B371559614001071P0022,B371559614001071H001,B371559614001071,2,1.0,0.0,37.0,0.0,34.65231404012492,-78.92255226093603,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.92255226093603 34.65231404012492, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,7.337593409567785
B371559614001075P0047,B371559614001075H011,B371559614001075,2,1.0,0.0,43.0,0.0,34.649670079709665,-78.91181650013506,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.91181650013506 34.649670079709665, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,8.607352404627742
B371559614001078P0001,B371559614001078H002,B371559614001078,1,1.0,0.0,44.0,0.0,34.65039806841702,-78.91493347405097,3.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.91493347405097 34.65039806841702, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.00137145405699
B371559614001080P0026,B371559614001080H010,B371559614001080,2,2.0,0.0,45.0,0.0,34.645964601511395,-78.90871600955008,2.0,2.0,2.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -78.90871600955008 34.645964601511395, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,14.95999890195957
B371559614001080P0023,B371559614001080H012,B371559614001080,2,2.0,0.0,39.0,0.0,34.645964601511395,-78.90871600955008,1.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.90871600955008 34.645964601511395, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,28.576201475022515
B371559614002000P0074,B371559614002000H020,B371559614002000,2,2.0,0.0,63.0,0.0,34.774065317345105,-78.90827742779528,2.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.90827742779528 34.774065317345105, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,22.857529048988727
B371559614002011P0038,B371559614002011H014,B371559614002011,2,2.0,0.0,57.0,0.0,34.760980298541895,-78.90115356488477,2.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.90115356488477 34.760980298541895, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,17.2418858524761
B371559614002011P0023,B371559614002011H016,B371559614002011,1,2.0,0.0,46.0,0.0,34.760980298541895,-78.90115356488477,2.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.90115356488477 34.760980298541895, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,13.77213900811169
B371559614002012P0006,B371559614002012H004,B371559614002012,1,1.0,0.0,25.0,0.0,34.769385854464495,-78.89438643243736,2.0,1.0,0.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -78.89438643243736 34.769385854464495, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,15.64502635993049
B371559614002013P0018,B371559614002013H008,B371559614002013,2,2.0,0.0,64.0,0.0,34.76033233397783,-78.89123851975825,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.89123851975825 34.76033233397783, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,13.798799903507074
B371559614002013P0006,B371559614002013H010,B371559614002013,1,2.0,0.0,59.0,0.0,34.76033233397783,-78.89123851975825,3.0,3.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.89123851975825 34.76033233397783, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,13.007763902203472
B371559614002016P0018,B371559614002016H010,B371559614002016,2,1.0,0.0,54.0,0.0,34.75925187804724,-78.87861705704681,1.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.87861705704681 34.75925187804724, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,19.50024712564999
B371559614002017P0112,B371559614002017H009,B371559614002017,2,7.0,1.0,25.0,0.0,34.77046294620301,-78.8716251471889,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.8716251471889 34.77046294620301, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,19.50024712564999
B371559614002017P0093,B371559614002017H016,B371559614002017,2,3.0,0.0,53.0,0.0,34.77046294620301,-78.8716251471889,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.8716251471889 34.77046294620301, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,19.78838204455746
B371559614002027P0036,B371559614002027H012,B371559614002027,1,3.0,0.0,57.0,0.0,34.74028323518101,-78.91708391281762,1.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.91708391281762 34.74028323518101, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,14.857800415206352
B371559614002031P0026,B371559614002031H004,B371559614002031,2,1.0,0.0,52.0,0.0,34.74511460084972,-78.94861286052759,2.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.94861286052759 34.74511460084972, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,13.798799903507074
B371559614002031P0108,B371559614002031H017,B371559614002031,2,2.0,0.0,65.0,0.0,34.74511460084972,-78.94861286052759,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.94861286052759 34.74511460084972, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,17.83221735658845
B371559614002036P0036,B371559614002036H007,B371559614002036,2,2.0,0.0,58.0,0.0,34.73026614479732,-78.9527293648275,2.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.9527293648275 34.73026614479732, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.91765957747089
B371559614002040P0007,B371559614002040H004,B371559614002040,2,3.0,0.0,61.0,0.0,34.74948201829166,-78.96605543186385,2.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.96605543186385 34.74948201829166, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,15.346586169426375
B371559614002045P0003,B371559614002045H001,B371559614002045,2,1.0,0.0,27.0,0.0,34.729493536222854,-78.98417009864774,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.98417009864774 34.729493536222854, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,13.007763902203472
B371559614002049P0007,B371559614002049H002,B371559614002049,2,3.0,0.0,43.0,0.0,34.74336404131203,-78.96664085599369,2.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.96664085599369 34.74336404131203, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,13.060439671197209
B371559614002050P0003,B371559614002050H001,B371559614002050,2,3.0,0.0,48.0,0.0,34.745176028727016,-78.96802277664877,2.0,2.0,3.0,JT07,15.0,61.0,34.62243,-78.99577,"LINESTRING ( -78.96802277664877 34.745176028727016, -78.99577 34.62243)",ROWLAND NORMENT SCHOOL,14.021195484698188
B371559614002064P0050,B371559614002064H020,B371559614002064,2,3.0,0.0,51.0,0.0,34.712608660616105,-78.96883769449883,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.96883769449883 34.712608660616105, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,25.12195807848068
B371559614002064P0051,B371559614002064H023,B371559614002064,2,3.0,0.0,58.0,0.0,34.712608660616105,-78.96883769449883,2.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.96883769449883 34.712608660616105, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,20.742587379182403
B371559614002078P0035,B371559614002078H014,B371559614002078,1,3.0,0.0,61.0,0.0,34.707807764132816,-78.94380682931283,1.0,3.0,2.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -78.94380682931283 34.707807764132816, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,11.299882483496027
B371559614002084P0004,B371559614002084H002,B371559614002084,2,1.0,0.0,27.0,0.0,34.72918377329806,-78.91773017720774,2.0,1.0,0.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.91773017720774 34.72918377329806, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,11.68494027035782
B371559614002088P0009,B371559614002088H001,B371559614002088,2,1.0,0.0,35.0,0.0,34.70010837710665,-78.91841266376828,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.91841266376828 34.70010837710665, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,19.45440552733008
B371559614002105P0044,B371559614002105H016,B371559614002105,1,2.0,0.0,51.0,0.0,34.76976441362972,-78.87939863516581,2.0,2.0,4.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -78.87939863516581 34.769764413629716, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,13.43960988582574
B371559615001000P0018,B371559615001000H019,B371559615001000,1,1.0,0.0,64.0,0.0,34.64239580409374,-78.83857214399056,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.83857214399056 34.64239580409374, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,15.914850547569031
B371559615001005P0105,B371559615001005H028,B371559615001005,2,1.0,0.0,38.0,0.0,34.62353727572129,-78.87132696336816,2.0,2.0,2.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -78.87132696336816 34.62353727572129, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,7.989261143104287
B371559615001005P0145,B371559615001005H032,B371559615001005,1,2.0,0.0,58.0,0.0,34.62353727572129,-78.87132696336816,2.0,3.0,3.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.87132696336816 34.62353727572129, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,11.943176789102704
B371559615001005P0167,B371559615001005H059,B371559615001005,1,3.0,0.0,48.0,0.0,34.62353727572129,-78.87132696336816,2.0,2.0,3.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.87132696336816 34.62353727572129, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,11.966087889573746
B371559615001007P0016,B371559615001007H002,B371559615001007,2,1.0,0.0,19.0,0.0,34.58437689332709,-78.87486976871682,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.87486976871682 34.58437689332709, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,8.798827337712234
B371559615001010P0035,B371559615001010H004,B371559615001010,2,1.0,0.0,45.0,0.0,34.618080253661866,-78.88731319139183,2.0,2.0,3.0,JT07,15.0,61.0,34.62287,-79.03482,"LINESTRING ( -78.88731319139183 34.618080253661866, -79.03482 34.62287)",WEST LUMBERTON ELEMENTARY SCHL,27.582673420871163
B371559615001011P0052,B371559615001011H013,B371559615001011,2,1.0,0.0,23.0,0.0,34.624711729845664,-78.88793885703107,2.0,1.0,0.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.88793885703107 34.624711729845664, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,10.442335913579724
B371559615001016P0047,B371559615001016H023,B371559615001016,2,1.0,0.0,35.0,0.0,34.61004277517526,-78.88958174990712,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.88958174990712 34.61004277517526, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,20.11951704436969
B371559615001017P0087,B371559615001017H038,B371559615001017,2,1.0,0.0,45.0,0.0,34.61399921270971,-78.90977965790722,2.0,2.0,3.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -78.90977965790722 34.61399921270971, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,32.218187499101035
B371559615001017P0152,B371559615001017H038,B371559615001017,2,3.0,0.0,20.0,0.0,34.61399921270971,-78.90977965790722,2.0,1.0,0.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -78.90977965790722 34.61399921270971, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,11.579458358726008
B371559615001017P0170,B371559615001017H063,B371559615001017,2,3.0,0.0,58.0,0.0,34.61399921270971,-78.90977965790722,1.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.90977965790722 34.61399921270971, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,5.65467300698499
B371559615001026P0066,B371559615001026H023,B371559615001026,1,3.0,0.0,47.0,0.0,34.60181323543731,-78.91875937498047,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.91875937498047 34.60181323543731, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,14.34546534511813
B371559615001027P0180,B371559615001027H077,B371559615001027,2,3.0,0.0,49.0,0.0,34.598026789764084,-78.90098096160985,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.90098096160985 34.598026789764084, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,10.74050598644208
B371559615001028P0033,B371559615001028H005,B371559615001028,2,3.0,0.0,42.0,0.0,34.60746475366885,-78.90233514388221,1.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.90233514388221 34.60746475366885, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.657638701475172
B371559615001032P0011,B371559615001032H006,B371559615001032,2,1.0,0.0,34.0,0.0,34.62156967498662,-78.91404972404888,2.0,2.0,3.0,JT07,15.0,61.0,34.62287,-79.03482,"LINESTRING ( -78.91404972404888 34.62156967498662, -79.03482 34.62287)",WEST LUMBERTON ELEMENTARY SCHL,8.36794099751786
B371559615002000P0146,B371559615002000H039,B371559615002000,2,2.0,0.0,48.0,0.0,34.63476357495335,-78.93394549288433,2.0,2.0,4.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -78.93394549288433 34.63476357495335, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,5.06376733984655
B371559615002000P0132,B371559615002000H062,B371559615002000,2,2.0,0.0,24.0,0.0,34.63476357495335,-78.93394549288433,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.93394549288433 34.63476357495335, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.544554707979599
B371559615002004P0051,B371559615002004H005,B371559615002004,2,1.0,0.0,41.0,0.0,34.630486541826414,-78.9530064753339,3.0,2.0,4.0,JT07,15.0,61.0,34.61427,-78.98773,"LINESTRING ( -78.9530064753339 34.630486541826414, -78.98773 34.61427)",JANIE CARYLE HARGRAVE SCHOOL,21.727016480870123
B371559615002010P0147,B371559615002010H044,B371559615002010,2,3.0,0.0,22.0,0.0,34.61614659616656,-78.95417308377203,2.0,1.0,0.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -78.95417308377203 34.61614659616656, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,5.061901643961424
B371559615002016P0041,B371559615002016H011,B371559615002016,2,3.0,0.0,27.0,0.0,34.611143118609,-78.95316343949173,1.0,1.0,0.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.95316343949173 34.611143118609, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,4.65678953201895
B371559615002017P0014,B371559615002017H004,B371559615002017,2,1.0,0.0,61.0,0.0,34.61161412062973,-78.95154415085327,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.95154415085327 34.61161412062973, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,5.061901643961424
B371559615002017P0036,B371559615002017H015,B371559615002017,1,3.0,0.0,25.0,0.0,34.61161412062973,-78.95154415085327,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.95154415085327 34.61161412062973, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,5.06376733984655
B371559615002018P0026,B371559615002018H017,B371559615002018,1,2.0,0.0,52.0,0.0,34.614132113653504,-78.9502978676293,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.9502978676293 34.614132113653504, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,21.718511278057544
B371559615002020P0046,B371559615002020H020,B371559615002020,1,3.0,0.0,54.0,0.0,34.60899366772777,-78.93615220196537,3.0,2.0,4.0,JT07,15.0,61.0,34.61427,-78.98773,"LINESTRING ( -78.93615220196537 34.60899366772777, -78.98773 34.61427)",JANIE CARYLE HARGRAVE SCHOOL,24.17661755271556
B371559615002020P0060,B371559615002020H021,B371559615002020,2,3.0,0.0,49.0,0.0,34.60899366772777,-78.93615220196537,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.93615220196537 34.60899366772777, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,38.22079811090906
B371559615002020P0069,B371559615002020H026,B371559615002020,2,3.0,0.0,63.0,0.0,34.60899366772777,-78.93615220196537,1.0,3.0,3.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -78.93615220196537 34.60899366772777, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,7.389747766943858
B371559615002022P0061,B371559615002022H026,B371559615002022,1,3.0,0.0,38.0,0.0,34.60081621503054,-78.92919922182254,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.92919922182254 34.60081621503054, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,26.482011944946656
B371559615002022P0113,B371559615002022H026,B371559615002022,2,3.0,0.0,43.0,0.0,34.60081621503054,-78.92919922182254,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.92919922182254 34.60081621503054, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,4.849196964538808
B371559615002026P0004,B371559615002026H008,B371559615002026,1,1.0,0.0,62.0,0.0,34.60869512604096,-78.95414510687192,3.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.95414510687192 34.608695126040956, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.88441975917874
B371559615002035P0039,B371559615002035H001,B371559615002035,2,1.0,0.0,53.0,0.0,34.60178464849139,-78.95638922423477,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.95638922423477 34.60178464849139, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,5.079664080237414
B371559615002035P0073,B371559615002035H009,B371559615002035,1,3.0,0.0,52.0,0.0,34.60178464849139,-78.95638922423477,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.95638922423477 34.60178464849139, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,5.079664080237414
B371559615002035P0085,B371559615002035H033,B371559615002035,2,3.0,0.0,53.0,0.0,34.60178464849139,-78.95638922423477,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.95638922423477 34.60178464849139, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,4.145245272970509
B371559615003000P0018,B371559615003000H002,B371559615003000,1,3.0,0.0,65.0,0.0,34.572447440419495,-78.87065980674255,3.0,3.0,4.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.87065980674255 34.572447440419495, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,14.56687624132482
B371559615003000P0023,B371559615003000H007,B371559615003000,2,3.0,0.0,44.0,0.0,34.572447440419495,-78.87065980674255,1.0,2.0,2.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -78.87065980674255 34.572447440419495, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,15.738065920019864
B371559615003000P0029,B371559615003000H011,B371559615003000,2,3.0,0.0,59.0,0.0,34.572447440419495,-78.87065980674255,1.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.87065980674255 34.572447440419495, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,45.00749199044306
B371559615003002P0070,B371559615003002H022,B371559615003002,2,2.0,0.0,39.0,0.0,34.58484285195982,-78.89341767856432,2.0,2.0,3.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -78.89341767856432 34.58484285195982, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,11.091579215595074
B371559615003002P0091,B371559615003002H037,B371559615003002,1,3.0,0.0,46.0,0.0,34.58484285195982,-78.89341767856432,3.0,2.0,4.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -78.89341767856432 34.58484285195982, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,8.022972055062711
B371559615003003P0062,B371559615003003H018,B371559615003003,2,3.0,0.0,51.0,0.0,34.585025823071184,-78.90655852894163,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.90655852894163 34.585025823071184, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.757259561853198
B371559615003006P0123,B371559615003006H018,B371559615003006,2,2.0,0.0,59.0,0.0,34.59189274058598,-78.93279820972909,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.93279820972909 34.59189274058598, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,8.749430284102777
B371559615003006P0142,B371559615003006H042,B371559615003006,1,3.0,0.0,30.0,0.0,34.59189274058598,-78.93279820972909,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.93279820972909 34.59189274058598, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,7.790233582095782
B371559615003008P0097,B371559615003008H006,B371559615003008,2,1.0,0.0,65.0,0.0,34.59221670524194,-78.94816134295506,3.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.94816134295506 34.59221670524194, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,23.134273130300592
B371559615003008P0089,B371559615003008H040,B371559615003008,2,1.0,0.0,47.0,0.0,34.59221670524194,-78.94816134295506,2.0,2.0,2.0,JT07,15.0,61.0,34.62287,-79.03482,"LINESTRING ( -78.94816134295506 34.59221670524194, -79.03482 34.62287)",WEST LUMBERTON ELEMENTARY SCHL,6.557719972626505
B371559615003008P0150,B371559615003008H051,B371559615003008,2,2.0,0.0,39.0,0.0,34.59221670524194,-78.94816134295506,2.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.94816134295506 34.59221670524194, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,7.832684016659966
B371559615003008P0195,B371559615003008H058,B371559615003008,2,3.0,0.0,39.0,0.0,34.59221670524194,-78.94816134295506,3.0,2.0,3.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.94816134295506 34.59221670524194, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,7.970016692659461
B371559615003008P0203,B371559615003008H059,B371559615003008,2,3.0,0.0,54.0,0.0,34.59221670524194,-78.94816134295506,2.0,2.0,2.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.94816134295506 34.59221670524194, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,7.970016692659461
B371559615003008P0194,B371559615003008H075,B371559615003008,2,3.0,0.0,39.0,0.0,34.59221670524194,-78.94816134295506,3.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.94816134295506 34.59221670524194, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.82192623608717
B371559615003012P0039,B371559615003012H006,B371559615003012,2,1.0,0.0,65.0,0.0,34.5852257644322,-78.93346805355064,1.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.93346805355064 34.5852257644322, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,8.022972055062711
B371559615003015P0029,B371559615003015H001,B371559615003015,2,3.0,0.0,57.0,0.0,34.580311356359736,-78.89867068033746,2.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.89867068033746 34.580311356359736, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,11.810645265613958
B371559615003015P0027,B371559615003015H004,B371559615003015,2,3.0,0.0,59.0,0.0,34.580311356359736,-78.89867068033746,1.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.89867068033746 34.580311356359736, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,29.9578467730551
B371559615003015P0005,B371559615003015H005,B371559615003015,1,3.0,0.0,36.0,0.0,34.580311356359736,-78.89867068033746,3.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.89867068033746 34.580311356359736, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,6.243722787167183
B371559615003018P0023,B371559615003018H006,B371559615003018,2,3.0,0.0,64.0,0.0,34.57522137715599,-78.89712706211184,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.89712706211184 34.57522137715599, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,7.55036021229184
B371559615003019P0005,B371559615003019H002,B371559615003019,2,1.0,0.0,35.0,0.0,34.5645714596796,-78.87366607729301,1.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.87366607729301 34.5645714596796, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,9.495713287176123
B371559615003024P0035,B371559615003024H011,B371559615003024,2,3.0,0.0,57.0,0.0,34.57779431884627,-78.92088731393223,2.0,3.0,3.0,JT07,15.0,61.0,34.658842,-79.008135,"LINESTRING ( -78.92088731393223 34.57779431884627, -79.008135 34.658842)",GILBERT CARROLL MIDDLE SCHOOL,12.994665249559684
